Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
145.47,0.30,-1.54,9.33,47.83,95.0,22.0,18.45,38.23,-57.07,-64.38
145.51,0.48,-1.54,9.33,47.83,95.0,22.0,18.56,38.50,-63.35,-70.88
145.55,0.34,-1.09,9.29,47.83,95.0,22.0,18.45,38.23,-64.61,-73.47
145.59,0.37,-1.05,9.25,47.83,95.0,22.0,18.68,37.96,-59.59,-72.18
145.63,0.36,0.03,9.12,47.83,95.0,22.0,18.68,38.23,-52.05,-66.98
145.67,0.25,-0.00,9.15,47.83,95.0,22.0,20.21,37.96,-40.75,-66.98
145.71,0.39,-0.02,9.08,47.83,95.0,22.0,18.80,37.96,-21.91,-53.99
145.75,0.33,0.87,8.95,47.83,95.0,22.0,18.56,38.50,-23.17,-46.20
145.79,0.20,1.77,8.95,47.83,95.0,22.0,19.62,38.23,-4.33,-33.22
145.83,0.30,2.54,8.95,47.83,95.0,22.0,18.33,38.23,8.23,-33.22
145.87,0.12,3.47,8.82,47.83,95.0,22.0,18.56,37.96,20.79,-33.22
145.91,0.25,3.42,8.88,47.83,95.0,22.0,18.68,37.96,30.84,-33.22
145.95,0.08,4.69,8.97,47.83,95.0,22.0,18.56,37.96,29.58,10.94
145.99,0.05,5.34,8.94,47.83,95.0,22.0,18.56,38.23,33.35,27.82
146.03,0.28,5.13,8.88,47.83,95.0,22.0,18.68,37.96,32.09,48.60
146.07,0.08,5.08,8.90,47.83,95.0,22.0,18.45,37.96,30.84,52.50
146.11,0.10,4.24,8.98,47.83,95.0,22.0,18.68,38.23,32.09,64.19
146.15,0.22,4.86,8.88,47.83,95.0,22.0,18.56,37.96,32.09,66.78
146.19,0.08,4.26,8.87,47.83,95.0,22.0,18.68,38.23,30.84,68.08
146.23,0.27,3.09,8.99,47.83,95.0,22.0,18.80,37.96,30.84,65.49
146.27,0.21,2.51,8.95,47.83,95.0,22.0,18.33,37.96,29.58,62.89
146.31,0.20,1.99,8.94,47.83,95.0,22.0,18.80,37.96,27.07,55.10
146.35,0.29,1.60,9.06,47.83,95.0,22.0,19.04,38.50,22.05,52.50
146.39,0.34,0.53,9.01,47.83,95.0,22.0,18.80,38.23,17.02,38.21
146.43,0.35,-0.26,9.05,47.83,95.0,22.0,18.56,38.23,13.26,25.23
146.47,0.32,-1.02,9.14,47.83,95.0,22.0,18.45,38.23,6.98,14.84
146.51,0.47,-1.92,9.34,47.83,95.0,22.0,18.80,38.23,-4.33,3.15
146.55,0.33,-0.90,9.31,47.83,95.0,22.0,18.56,37.96,-14.37,-7.24
146.59,0.40,-2.46,9.43,47.83,95.0,22.0,18.68,38.23,-30.70,-26.72
146.63,0.51,-1.58,9.31,47.83,95.0,22.0,18.68,37.96,-34.47,-42.31
146.67,0.29,-1.49,9.31,47.83,95.0,22.0,18.56,38.23,-47.03,-48.80
146.71,0.39,-1.78,9.35,47.83,95.0,22.0,18.68,38.23,-50.80,-63.09
146.75,0.37,-0.72,9.28,47.83,95.0,22.0,18.80,38.50,-57.07,-66.98
146.79,0.36,-1.68,9.36,47.83,95.0,22.0,22.05,38.23,-64.61,-76.07
146.83,0.49,-1.05,9.28,47.83,95.0,22.0,18.56,38.23,-63.35,-77.37
146.87,0.25,-0.22,9.22,47.83,95.0,22.0,18.33,38.23,-53.31,-73.47
146.91,0.33,-0.23,9.11,47.83,95.0,22.0,18.56,37.96,-47.03,-65.68
146.95,0.42,0.34,9.06,47.83,95.0,22.0,18.56,38.23,-33.21,-60.49
146.99,0.26,0.52,9.05,47.83,95.0,22.0,18.68,38.23,-33.21,-48.80
147.03,0.33,1.09,8.94,47.83,95.0,22.0,18.56,38.50,-33.21,-38.41
147.07,0.21,2.55,8.86,47.83,95.0,22.0,18.45,37.96,12.00,-31.92
147.11,0.08,3.17,8.93,47.83,95.0,22.0,18.56,38.50,17.02,-17.63
147.15,0.36,3.41,8.90,47.83,95.0,22.0,18.45,38.23,20.79,-8.54
147.19,0.10,4.68,8.83,47.83,95.0,22.0,18.56,38.23,27.07,5.75
147.23,0.26,4.89,8.87,47.83,95.0,22.0,18.56,38.23,32.09,31.72
147.27,0.11,5.42,8.99,47.83,95.0,22.0,20.56,38.23,33.35,36.91
147.31,-0.02,5.24,8.90,47.83,95.0,22.0,18.56,38.23,33.35,52.50
147.35,0.31,4.41,8.92,47.83,95.0,22.0,18.45,38.23,33.35,57.69
147.39,0.11,4.89,8.91,47.83,95.0,22.0,18.92,38.23,32.09,65.49
147.43,0.12,4.53,8.91,47.83,95.0,22.0,18.68,37.96,30.84,68.08
147.47,0.28,3.69,8.80,47.83,95.0,22.0,18.45,37.96,32.09,68.08
147.51,0.18,2.52,8.88,47.83,95.0,22.0,18.92,37.96,28.33,61.59
147.55,0.27,2.13,8.97,47.83,95.0,22.0,18.80,37.96,27.07,58.99
147.59,0.27,1.83,9.06,47.83,95.0,22.0,18.56,38.23,24.56,60.29
147.63,0.28,0.90,8.96,47.83,95.0,22.0,18.56,38.23,18.28,58.99
147.67,0.31,-0.01,9.03,47.83,95.0,22.0,18.56,37.96,12.00,60.29
147.71,0.42,-0.85,9.10,47.83,95.0,22.0,16.05,38.23,6.98,14.84
147.75,0.39,-0.99,9.30,47.83,95.0,22.0,18.68,37.96,-3.07,8.34
147.79,0.31,-1.49,9.27,47.83,95.0,22.0,18.68,38.23,-11.86,-11.14
147.83,0.51,-2.08,9.31,47.83,95.0,22.0,18.80,37.96,-23.17,-22.83
147.87,0.35,-1.26,9.26,47.83,95.0,22.0,18.80,37.96,-35.72,-34.51
147.91,0.36,-2.24,9.39,47.83,95.0,22.0,18.68,37.96,-40.75,-48.80
147.95,0.45,-1.34,9.31,47.83,95.0,22.0,18.56,37.96,-54.56,-55.29
147.99,0.29,-1.06,9.31,47.83,95.0,22.0,18.68,38.23,-54.56,-65.68
148.03,0.46,-1.86,9.31,47.83,95.0,22.0,18.68,38.23,-62.10,-74.77
148.07,0.38,-0.92,9.25,47.83,95.0,22.0,18.45,37.96,-63.35,-77.37
148.11,0.29,-0.68,9.24,47.83,95.0,22.0,18.92,37.96,-55.82,-72.18
148.15,0.37,-0.41,9.23,47.83,95.0,22.0,19.86,37.96,-40.75,-68.28
148.19,0.29,0.23,9.09,47.83,95.0,22.0,18.68,37.96,-38.24,-60.49
148.23,0.41,0.18,9.03,47.83,95.0,22.0,18.45,38.23,-21.91,-51.40
148.27,0.33,0.99,9.05,47.83,95.0,22.0,18.45,38.23,-14.37,-47.50
148.31,0.12,2.26,8.97,47.83,95.0,22.0,19.04,38.23,-0.56,-34.51
148.35,0.26,2.50,8.95,47.83,95.0,22.0,18.56,38.23,-0.56,-26.72
148.39,0.17,3.91,8.80,47.83,95.0,22.0,18.56,38.23,-0.56,-9.84
148.43,0.20,3.87,8.90,47.83,95.0,22.0,18.56,38.50,-0.56,12.24
148.47,0.16,4.54,8.96,47.83,95.0,22.0,18.80,38.23,27.07,21.33
148.51,-0.07,5.65,8.90,47.83,95.0,22.0,18.68,38.23,33.35,40.81
148.55,0.18,5.10,8.94,47.83,95.0,22.0,18.56,38.50,33.35,43.41
148.59,0.27,4.88,8.92,47.83,95.0,22.0,18.56,38.23,33.35,57.69
148.63,0.03,4.58,8.88,47.83,95.0,22.0,18.68,38.23,34.61,64.19
148.67,0.20,4.29,9.00,47.83,95.0,22.0,18.56,38.23,35.86,66.78
148.71,0.13,4.09,8.96,47.83,95.0,22.0,18.68,37.96,32.09,65.49
148.75,0.25,2.83,8.90,47.83,95.0,22.0,18.56,38.23,30.84,64.19
148.79,0.32,2.19,8.90,47.83,95.0,22.0,18.68,38.23,28.33,56.39
148.83,0.19,1.77,8.98,47.83,95.0,22.0,18.45,37.96,24.56,52.50
148.87,0.21,1.52,9.01,47.83,95.0,22.0,18.56,38.23,22.05,43.41
148.91,0.33,0.38,9.04,47.83,95.0,22.0,18.92,38.23,17.02,33.02
148.95,0.36,-0.73,9.16,47.83,95.0,22.0,18.45,38.23,5.72,23.93
148.99,0.28,-0.77,9.16,47.83,95.0,22.0,18.56,38.23,6.98,10.94
149.03,0.41,-1.85,9.22,47.83,95.0,22.0,18.56,38.77,-10.61,-5.94
149.07,0.47,-1.27,9.20,47.83,95.0,22.0,19.04,36.90,-18.14,-15.03
149.11,0.30,-1.92,9.39,47.83,95.0,22.0,18.68,37.96,-31.96,-33.22
149.15,0.48,-2.26,9.44,47.83,95.0,22.0,18.56,38.23,-38.24,-39.71
149.19,0.40,-1.16,9.35,47.83,95.0,22.0,18.68,37.96,-49.54,-52.70
149.23,0.32,-1.60,9.33,47.83,95.0,22.0,18.68,38.23,-58.33,-68.28
149.27,0.46,-1.34,9.30,47.83,95.0,22.0,18.45,38.23,-62.10,-69.58
149.31,0.33,-1.15,9.25,47.83,95.0,22.0,18.68,38.23,-63.35,-77.37
149.35,0.39,-1.20,9.22,47.83,95.0,22.0,18.56,38.23,-59.59,-76.07
149.39,0.34,-0.04,9.14,47.83,95.0,22.0,17.97,38.23,-50.80,-69.58
149.43,0.25,0.02,9.19,47.83,95.0,22.0,18.56,37.96,-36.98,-60.49
149.47,0.41,-0.05,9.08,47.83,95.0,22.0,18.68,35.89,-28.19,-56.59
149.51,0.35,0.64,8.98,47.83,95.0,22.0,18.68,38.50,-11.86,-44.90
149.55,0.20,1.66,8.93,47.83,95.0,22.0,18.68,38.23,-4.33,-41.01
149.59,0.31,2.51,8.96,47.83,95.0,22.0,18.68,39.33,10.74,-24.12
149.63,0.13,3.37,8.84,47.83,95.0,22.0,18.80,38.23,14.51,-11.14
149.67,0.25,3.48,8.85,47.83,95.0,22.0,18.68,38.23,20.79,-2.05
149.71,0.09,4.64,8.93,47.83,95.0,22.0,18.80,38.23,29.58,16.14
149.75,0.07,5.31,8.89,47.83,95.0,22.0,18.56,38.23,30.84,30.42
149.79,0.28,5.24,8.85,47.83,95.0,22.0,18.56,38.23,34.61,44.71
149.83,0.05,5.08,8.90,47.83,95.0,22.0,18.68,38.23,34.61,55.10
149.87,0.14,4.29,9.05,47.83,95.0,22.0,18.45,38.23,34.61,61.59
149.91,0.24,4.80,8.94,47.83,95.0,22.0,18.68,38.23,34.61,66.78
149.95,0.07,4.30,8.90,47.83,95.0,22.0,21.82,38.23,34.61,68.08
149.99,0.27,3.29,8.87,47.83,95.0,22.0,18.56,38.23,32.09,62.89
150.03,0.22,2.48,8.96,47.83,95.0,22.0,18.68,38.23,28.33,58.99
150.07,0.21,2.10,8.88,47.83,95.0,22.0,18.45,37.96,25.81,55.10
150.11,0.31,1.59,8.90,47.83,95.0,22.0,18.68,38.23,20.79,46.01
150.15,0.34,0.53,9.12,47.83,95.0,22.0,18.33,38.77,17.02,39.51
150.19,0.29,-0.29,9.19,47.83,95.0,22.0,18.45,38.23,10.74,25.23
150.23,0.35,-1.03,9.13,47.83,95.0,22.0,18.56,38.23,5.72,12.24
150.27,0.50,-1.80,9.22,47.83,95.0,22.0,18.45,38.23,-5.58,3.15
150.31,0.28,-0.91,9.28,47.83,95.0,22.0,18.68,38.23,-18.14,-12.44
150.35,0.45,-2.48,9.44,47.83,95.0,22.0,18.45,37.96,-24.42,-21.53
150.39,0.48,-1.50,9.37,47.83,95.0,22.0,18.56,38.23,-39.49,-38.41
150.43,0.29,-1.67,9.39,47.83,95.0,22.0,18.92,38.23,-47.03,-52.70
150.47,0.41,-1.76,9.39,47.83,95.0,22.0,18.56,40.49,-55.82,-60.49
150.51,0.34,-0.82,9.22,47.83,95.0,22.0,18.68,38.23,-62.10,-70.88
150.55,0.36,-1.61,9.32,47.83,95.0,22.0,18.56,38.23,-63.35,-72.18
150.59,0.48,-1.19,9.30,47.83,95.0,22.0,18.45,38.50,-59.59,-77.37
150.63,0.24,-0.41,9.25,47.83,95.0,22.0,18.56,38.23,-55.82,-70.88
150.67,0.33,-0.33,9.14,47.83,95.0,22.0,18.33,37.96,-43.26,-65.68
150.71,0.39,0.27,9.06,47.83,95.0,22.0,18.68,37.96,-36.98,-56.59
150.75,0.28,0.48,9.04,47.83,95.0,22.0,18.45,37.96,-20.65,-53.99
150.79,0.32,1.01,9.00,47.83,95.0,22.0,18.68,37.96,-4.33,-43.60
150.83,0.23,2.41,8.86,47.83,95.0,22.0,18.56,37.96,3.21,-26.72
150.87,0.13,3.12,8.92,47.83,95.0,22.0,18.56,37.96,4.46,-18.93
150.91,0.24,3.48,8.92,47.83,95.0,22.0,18.80,37.96,3.21,-2.05
150.95,0.12,4.48,8.84,47.83,95.0,22.0,18.45,37.96,3.21,8.34
150.99,0.23,4.83,8.87,47.83,95.0,22.0,19.15,37.69,30.84,27.82
151.03,0.03,5.50,9.00,47.83,95.0,22.0,18.80,38.23,32.09,44.71
151.07,0.02,5.10,8.94,47.83,95.0,22.0,18.68,37.69,34.61,52.50
151.11,0.32,4.57,8.83,47.83,95.0,22.0,18.80,37.96,34.61,66.78
151.15,0.10,4.84,8.92,47.83,95.0,22.0,18.45,38.23,34.61,62.89
151.19,0.11,4.49,8.95,47.83,95.0,22.0,18.68,37.96,33.35,68.08
151.23,0.26,3.74,8.85,47.83,95.0,22.0,18.56,37.96,33.35,66.78
151.27,0.16,2.49,8.92,47.83,95.0,22.0,18.68,38.23,29.58,62.89
151.31,0.30,2.18,8.89,47.83,95.0,22.0,18.80,37.96,27.07,56.39
151.35,0.26,1.82,8.99,47.83,95.0,22.0,18.33,40.49,23.30,55.10
151.39,0.23,1.14,9.00,47.83,95.0,22.0,19.04,37.96,19.54,39.51
151.43,0.34,-0.03,9.11,47.83,95.0,22.0,18.68,38.23,14.51,35.62
151.47,0.42,-0.90,9.16,47.83,95.0,22.0,18.45,37.69,5.72,21.33
151.51,0.36,-0.81,9.26,47.83,95.0,22.0,18.56,37.96,0.70,5.75
151.55,0.29,-1.65,9.36,47.83,95.0,22.0,18.45,37.96,-11.86,-3.35
151.59,0.53,-1.99,9.35,47.83,95.0,22.0,18.68,37.96,-24.42,-20.23
151.63,0.33,-1.35,9.36,47.83,95.0,22.0,18.68,38.23,-31.96,-38.41
151.67,0.37,-2.36,9.44,47.83,95.0,22.0,18.21,38.23,-47.03,-47.50
151.71,0.44,-1.27,9.29,47.83,95.0,22.0,18.68,38.23,-50.80,-59.19
151.75,0.31,-1.20,9.31,47.83,95.0,22.0,18.56,38.23,-58.33,-61.79
151.79,0.48,-1.81,9.34,47.83,95.0,22.0,18.45,38.23,-62.10,-69.58
151.83,0.37,-1.01,9.27,47.83,95.0,22.0,21.82,38.23,-63.35,-73.47
151.87,0.28,-0.79,9.25,47.83,95.0,22.0,18.45,38.23,-59.59,-74.77
151.91,0.38,-0.16,9.20,47.83,95.0,22.0,18.68,38.23,-54.56,-69.58
151.95,0.30,0.22,9.06,47.83,95.0,22.0,18.56,37.96,-38.24,-64.38
151.99,0.34,0.02,8.98,47.83,95.0,22.0,18.56,38.23,-28.19,-53.99
152.03,0.34,1.02,9.01,47.83,95.0,22.0,18.68,37.96,-10.61,-53.99
152.07,0.18,2.17,9.01,47.83,95.0,22.0,18.56,38.23,6.98,-41.01
152.11,0.25,2.55,8.99,47.83,95.0,22.0,18.80,37.96,15.77,-22.83
152.15,0.20,3.83,8.81,47.83,95.0,22.0,18.45,38.50,23.30,-12.44
152.19,0.17,3.87,8.92,47.83,95.0,22.0,18.68,38.23,22.05,8.34
152.23,0.14,4.62,8.94,47.83,95.0,22.0,18.68,37.96,28.33,27.82
152.27,-0.09,5.57,8.94,47.83,95.0,22.0,18.33,37.96,30.84,38.21
152.31,0.24,4.96,8.97,47.83,95.0,22.0,18.68,37.96,33.35,52.50
152.35,0.23,5.01,8.90,47.83,95.0,22.0,18.45,38.23,34.61,57.69
152.39,0.04,4.55,8.93,47.83,95.0,22.0,18.45,38.23,34.61,65.49
152.43,0.24,4.42,8.89,47.83,95.0,22.0,18.68,38.50,35.86,74.58
152.47,0.10,4.12,8.93,47.83,95.0,22.0,18.56,38.23,34.61,64.19
152.51,0.25,2.89,9.00,47.83,95.0,22.0,18.92,37.96,32.09,61.59
152.55,0.30,2.28,8.95,47.83,95.0,22.0,18.45,37.96,29.58,58.99
152.59,0.17,1.78,8.99,47.83,95.0,22.0,18.68,37.96,27.07,53.80
152.63,0.24,1.60,8.95,47.83,95.0,22.0,18.68,37.69,20.79,47.30
152.67,0.39,0.50,8.99,47.83,95.0,22.0,18.56,37.96,17.02,38.21
152.71,0.37,-0.62,9.05,47.83,95.0,22.0,21.13,37.96,10.74,22.63
152.75,0.31,-0.90,9.11,47.83,95.0,22.0,18.56,38.23,0.70,13.54
152.79,0.42,-1.92,9.34,47.83,95.0,22.0,18.56,37.96,-5.58,0.55
152.83,0.42,-1.12,9.29,47.83,95.0,22.0,18.33,38.23,-19.40,-21.53
152.87,0.34,-2.13,9.35,47.83,95.0,22.0,17.85,37.96,-28.19,-26.72
152.91,0.52,-2.08,9.36,47.83,95.0,22.0,18.80,38.23,-39.49,-44.90
152.95,0.34,-1.16,9.31,47.83,95.0,22.0,18.45,38.23,-52.05,-52.70
152.99,0.33,-1.63,9.42,47.83,95.0,22.0,17.61,38.23,-57.07,-65.68
153.03,0.48,-1.27,9.30,47.83,95.0,22.0,18.45,37.96,-60.84,-69.58
153.07,0.30,-1.24,9.26,47.83,95.0,22.0,18.21,38.23,-64.61,-73.47
153.11,0.42,-1.15,9.23,47.83,95.0,22.0,18.80,38.50,-62.10,-73.47
153.15,0.35,-0.02,9.13,47.83,95.0,22.0,17.73,38.23,-50.80,-70.88
153.19,0.24,0.00,9.15,47.83,95.0,22.0,18.68,39.33,-43.26,-65.68
153.23,0.41,-0.10,9.10,47.83,95.0,22.0,18.56,38.23,-26.93,-61.79
153.27,0.32,0.58,8.97,47.83,95.0,22.0,18.33,38.23,-16.89,-61.79
153.31,0.24,1.52,8.93,47.83,95.0,22.0,18.68,38.23,-16.89,-61.79
153.35,0.29,2.47,9.00,47.83,95.0,22.0,18.56,38.23,-16.89,-61.79
153.39,0.11,3.23,8.92,47.83,95.0,22.0,18.68,38.23,20.79,-15.03
153.43,0.31,3.38,8.82,47.83,95.0,22.0,18.56,38.50,34.61,3.15
153.47,0.11,4.67,8.89,47.83,95.0,22.0,18.45,37.96,30.84,13.54
153.51,0.14,5.20,8.95,47.83,95.0,22.0,18.68,38.23,29.58,33.02
153.55,0.22,5.29,8.90,47.83,95.0,22.0,18.45,38.23,29.58,43.41
153.59,0.03,5.15,8.88,47.83,95.0,22.0,18.45,38.50,32.09,56.39
153.63,0.19,4.30,9.01,47.83,95.0,22.0,18.80,38.23,34.61,64.19
153.67,0.22,4.91,8.92,47.83,95.0,22.0,18.45,38.23,37.12,65.49
153.71,0.07,4.38,8.85,47.83,95.0,22.0,18.45,37.96,32.09,65.49
153.75,0.26,3.44,8.90,47.83,95.0,22.0,18.45,37.96,33.35,62.89
153.79,0.22,2.42,8.97,47.83,95.0,22.0,18.56,38.50,29.58,58.99
153.83,0.20,1.96,9.01,47.83,95.0,22.0,18.80,37.96,27.07,55.10
153.87,0.33,1.77,8.91,47.83,95.0,22.0,18.45,37.96,24.56,47.30
153.91,0.33,0.62,8.99,47.83,95.0,22.0,18.68,37.96,18.28,38.21
153.95,0.28,-0.17,9.08,47.83,95.0,22.0,18.21,37.96,13.26,31.72
153.99,0.37,-0.97,9.13,47.83,95.0,22.0,18.68,38.23,5.72,17.43
154.03,0.48,-1.42,9.23,47.83,95.0,22.0,18.92,38.23,-5.58,7.04
154.07,0.26,-0.98,9.25,47.83,95.0,22.0,18.45,33.29,-14.37,-9.84
154.11,0.42,-2.45,9.38,47.83,95.0,22.0,18.68,37.96,-28.19,-28.02
154.15,0.47,-1.40,9.35,47.83,95.0,22.0,18.56,37.96,-36.98,-35.81
154.19,0.31,-1.89,9.44,47.83,95.0,22.0,18.56,38.23,-48.28,-51.40
154.23,0.41,-1.70,9.43,47.83,95.0,22.0,18.92,37.96,-53.31,-60.49
154.27,0.37,-0.82,9.26,47.83,95.0,22.0,18.45,37.96,-60.84,-66.98
154.31,0.38,-1.78,9.29,47.83,95.0,22.0,18.80,37.69,-63.35,-70.88
154.35,0.49,-1.06,9.20,47.83,95.0,22.0,18.56,37.96,-63.35,-73.47
154.39,0.27,-0.48,9.26,47.83,95.0,22.0,18.68,37.96,-55.82,-73.47
154.43,0.33,-0.45,9.21,47.83,95.0,22.0,18.80,38.23,-49.54,-72.18
154.47,0.38,0.36,9.06,47.83,95.0,22.0,18.33,37.96,-33.21,-64.38
154.51,0.29,0.43,9.06,47.83,95.0,22.0,18.33,38.23,-14.37,-52.70
154.55,0.31,1.04,9.01,47.83,95.0,22.0,18.56,37.69,-6.84,-46.20
154.59,0.19,2.38,8.88,47.83,95.0,22.0,18.56,38.23,-6.84,-30.62
154.63,0.15,3.02,8.93,47.83,95.0,22.0,18.68,37.96,-8.09,-21.53
154.67,0.26,3.58,8.95,47.83,95.0,22.0,18.33,38.23,-8.09,-5.94
154.71,0.16,4.26,8.82,47.83,95.0,22.0,18.80,37.96,25.81,14.84
154.75,0.18,4.88,8.83,47.83,95.0,22.0,18.56,38.23,28.33,25.23
154.79,0.01,5.63,8.93,47.83,95.0,22.0,18.56,38.23,32.09,43.41
154.83,0.06,5.06,8.95,47.83,95.0,22.0,18.56,38.23,32.09,60.29
154.87,0.34,4.69,8.86,47.83,95.0,22.0,19.04,38.23,32.09,56.39
154.91,0.04,4.70,8.95,47.83,95.0,22.0,18.68,37.96,33.35,66.78
154.95,0.14,4.57,8.96,47.83,95.0,22.0,18.45,37.96,32.09,66.78
154.99,0.25,3.92,8.90,47.83,95.0,22.0,18.56,38.23,32.09,64.19
155.03,0.17,2.50,8.84,47.83,95.0,22.0,18.56,38.23,30.84,60.29
155.07,0.30,2.08,8.91,47.83,95.0,22.0,18.33,38.23,29.58,57.69
155.11,0.24,1.91,8.97,47.83,95.0,22.0,18.68,38.23,27.07,47.30
155.15,0.24,1.27,9.02,47.83,95.0,22.0,18.68,38.23,22.05,43.41
155.19,0.35,0.13,9.04,47.83,95.0,22.0,18.56,38.50,15.77,31.72
155.23,0.41,-0.96,9.17,47.83,95.0,22.0,18.56,38.50,8.23,26.52
155.27,0.29,-0.62,9.21,47.83,95.0,22.0,18.56,38.23,0.70,8.34
155.31,0.33,-1.75,9.32,47.83,95.0,22.0,18.80,38.23,-8.09,-9.84
155.35,0.49,-1.81,9.33,47.83,95.0,22.0,18.56,37.96,-21.91,-16.33
155.39,0.30,-1.50,9.34,47.83,95.0,22.0,18.56,37.96,-35.72,-34.51
155.43,0.39,-2.48,9.45,47.83,95.0,22.0,18.68,38.23,-43.26,-47.50
155.47,0.39,-1.13,9.40,47.83,95.0,22.0,18.56,37.96,-54.56,-55.29
155.51,0.28,-1.39,9.36,47.83,95.0,22.0,18.80,38.23,-59.59,-65.68
155.55,0.48,-1.73,9.33,47.83,95.0,22.0,18.45,37.96,-63.35,-66.98
155.59,0.32,-0.87,9.24,47.83,95.0,22.0,18.80,38.23,-63.35,-74.77
155.63,0.30,-1.00,9.26,47.83,95.0,22.0,18.80,38.23,-59.59,-74.77
155.67,0.39,-0.14,9.22,47.83,95.0,22.0,18.45,37.96,-47.03,-70.88
155.71,0.27,0.17,9.17,47.83,95.0,22.0,18.80,37.96,-38.24,-64.38
155.75,0.38,-0.05,9.08,47.83,95.0,22.0,18.68,37.96,-31.96,-60.49
155.79,0.37,0.92,8.95,47.83,95.0,22.0,18.68,37.96,-31.96,-48.80
155.83,0.16,1.95,8.99,47.83,95.0,22.0,18.80,38.23,-31.96,-42.31
155.87,0.29,2.57,8.99,47.83,95.0,22.0,18.45,37.96,-30.70,-25.42
155.91,0.16,3.72,8.81,47.83,95.0,22.0,18.68,38.23,-31.96,-5.94
155.95,0.19,3.63,8.92,47.83,95.0,22.0,18.56,37.96,20.79,9.64
155.99,0.14,4.58,9.01,47.83,95.0,22.0,18.68,37.69,29.58,25.23
156.03,-0.06,5.62,8.88,47.83,95.0,22.0,18.56,38.23,32.09,35.62
156.07,0.25,5.19,8.87,47.83,95.0,22.0,18.45,38.23,33.35,51.20
156.11,0.17,5.02,8.93,47.83,95.0,22.0,18.92,37.96,32.09,58.99
156.15,0.05,4.43,8.99,47.83,95.0,22.0,18.56,37.96,34.61,64.19
156.19,0.24,4.54,8.84,47.83,95.0,22.0,18.80,38.23,33.35,62.89
156.23,0.09,4.20,8.89,47.83,95.0,22.0,18.68,37.96,32.09,64.19
156.27,0.24,2.98,8.91,47.83,95.0,22.0,18.56,38.23,32.09,61.59
156.31,0.27,2.39,8.91,47.83,95.0,22.0,17.73,38.23,30.84,57.69
156.35,0.19,1.82,8.96,47.83,95.0,22.0,18.45,38.23,27.07,53.80
156.39,0.25,1.64,9.04,47.83,95.0,22.0,18.56,37.69,27.07,52.50
156.43,0.35,0.49,9.08,47.83,95.0,22.0,19.15,38.23,18.28,38.21
156.47,0.36,-0.57,9.10,47.83,95.0,22.0,18.56,37.69,9.49,26.52
156.51,0.29,-0.97,9.15,47.83,95.0,22.0,18.56,38.50,3.21,10.94
156.55,0.48,-1.99,9.27,47.83,95.0,22.0,18.56,38.23,-10.61,1.85
156.59,0.38,-0.92,9.29,47.83,95.0,22.0,18.56,37.96,-15.63,-16.33
156.63,0.32,-2.31,9.43,47.83,95.0,22.0,18.56,38.50,-29.45,-22.83
156.67,0.55,-1.94,9.34,47.83,95.0,22.0,18.45,38.23,-42.00,-41.01
156.71,0.37,-1.18,9.27,47.83,95.0,22.0,18.56,38.23,-49.54,-55.29
156.75,0.34,-1.72,9.39,47.83,95.0,22.0,18.56,38.23,-58.33,-59.19
156.79,0.42,-1.11,9.28,47.83,95.0,22.0,18.68,38.23,-62.10,-69.58
156.83,0.30,-1.26,9.29,47.83,95.0,22.0,18.68,37.96,-63.35,-69.58
156.87,0.46,-1.22,9.20,47.83,95.0,22.0,18.33,37.96,-57.07,-73.47
156.91,0.28,-0.14,9.16,47.83,95.0,22.0,18.68,38.23,-50.80,-70.88
156.95,0.28,-0.07,9.13,47.83,95.0,22.0,18.56,38.23,-39.49,-69.58
156.99,0.44,-0.02,9.14,47.83,95.0,22.0,18.45,38.23,-33.21,-63.09
157.03,0.27,0.54,8.99,47.83,95.0,22.0,19.04,37.96,-16.89,-57.89
157.07,0.22,1.38,8.96,47.83,95.0,22.0,18.56,38.23,-10.61,-43.60
157.11,0.26,2.52,8.94,47.83,95.0,22.0,18.80,37.96,3.21,-28.02
157.15,0.11,3.16,8.88,47.83,95.0,22.0,18.56,37.96,14.51,-16.33
157.19,0.31,3.34,8.82,47.83,95.0,22.0,17.85,37.96,22.05,1.85
157.23,0.09,4.67,8.85,47.83,95.0,22.0,18.56,37.96,27.07,14.84
157.27,0.18,5.04,8.98,47.83,95.0,22.0,18.33,37.96,28.33,30.42
157.31,0.18,5.37,8.97,47.83,95.0,22.0,18.68,38.23,30.84,46.01
157.35,0.01,5.08,8.91,47.83,95.0,22.0,18.68,37.69,33.35,52.50
157.39,0.22,4.34,9.00,47.83,95.0,22.0,18.56,37.96,35.86,60.29
157.43,0.18,4.96,8.93,47.83,95.0,22.0,18.21,37.96,35.86,64.19
157.47,0.11,4.41,8.87,47.83,95.0,22.0,21.02,37.69,34.61,64.19
157.51,0.28,3.53,8.82,47.83,95.0,22.0,17.61,38.23,34.61,61.59
157.55,0.22,2.33,8.94,47.83,95.0,22.0,18.45,37.69,30.84,57.69
157.59,0.26,2.03,9.02,47.83,95.0,22.0,18.33,37.96,29.58,56.39
157.63,0.34,1.69,8.97,47.83,95.0,22.0,18.56,37.96,25.81,48.60
157.67,0.30,0.65,9.08,47.83,95.0,22.0,18.56,37.96,20.79,42.11
